"activity"	"subject"	"variables"	"mean"
"WALKING_UPSTAIRS"	"26"	"fbodyaccstddevx"	-0.142843838381818
"LAYING"	"27"	"fbodyaccstddevx"	-0.977615702567568
"SITTING"	"27"	"fbodyaccstddevx"	-0.988659196428571
"STANDING"	"27"	"fbodyaccstddevx"	-0.99287582525
"WALKING"	"27"	"fbodyaccstddevx"	-0.365256349298246
"WALKING_DOWNSTAIRS"	"27"	"fbodyaccstddevx"	0.194912716568182
"WALKING_UPSTAIRS"	"27"	"fbodyaccstddevx"	-0.253504065686275
"LAYING"	"28"	"fbodyaccstddevx"	-0.967324863875
"SITTING"	"28"	"fbodyaccstddevx"	-0.984956708611111
"STANDING"	"28"	"fbodyaccstddevx"	-0.98026749
"WALKING"	"28"	"fbodyaccstddevx"	-0.298832423148148
"WALKING_DOWNSTAIRS"	"28"	"fbodyaccstddevx"	0.137797082826087
"WALKING_UPSTAIRS"	"28"	"fbodyaccstddevx"	-0.233726643921569
"LAYING"	"29"	"fbodyaccstddevx"	-0.983432309130435
"SITTING"	"29"	"fbodyaccstddevx"	-0.990617521
"STANDING"	"29"	"fbodyaccstddevx"	-0.996604570307692
"WALKING"	"29"	"fbodyaccstddevx"	-0.190355976849057
"WALKING_DOWNSTAIRS"	"29"	"fbodyaccstddevx"	0.187438624270833
"WALKING_UPSTAIRS"	"29"	"fbodyaccstddevx"	-0.0790625306306122
"LAYING"	"30"	"fbodyaccstddevx"	-0.977045260571429
"SITTING"	"30"	"fbodyaccstddevx"	-0.983231005483871
"STANDING"	"30"	"fbodyaccstddevx"	-0.980426575762712
"WALKING"	"30"	"fbodyaccstddevx"	-0.344928112461538
"WALKING_DOWNSTAIRS"	"30"	"fbodyaccstddevx"	-0.0405257091567742
"WALKING_UPSTAIRS"	"30"	"fbodyaccstddevx"	-0.326260358153846
"LAYING"	"1"	"fbodyaccstddevy"	-0.8336255561
"SITTING"	"1"	"fbodyaccstddevy"	-0.917275006382979
"STANDING"	"1"	"fbodyaccstddevy"	-0.972293102075472
"WALKING"	"1"	"fbodyaccstddevy"	0.056040006846
"WALKING_DOWNSTAIRS"	"1"	"fbodyaccstddevy"	-0.112963739953061
"WALKING_UPSTAIRS"	"1"	"fbodyaccstddevy"	0.0217695106566038
"LAYING"	"2"	"fbodyaccstddevy"	-0.981025105625
"SITTING"	"2"	"fbodyaccstddevy"	-0.950073754130435
"STANDING"	"2"	"fbodyaccstddevy"	-0.957908842222222
"WALKING"	"2"	"fbodyaccstddevy"	-0.16921968620339
"WALKING_DOWNSTAIRS"	"2"	"fbodyaccstddevy"	0.171973972957447
"WALKING_UPSTAIRS"	"2"	"fbodyaccstddevy"	0.0848802791083333
"LAYING"	"3"	"fbodyaccstddevy"	-0.964094604193548
"SITTING"	"3"	"fbodyaccstddevy"	-0.8496556575
"STANDING"	"3"	"fbodyaccstddevy"	-0.89243434852459
"WALKING"	"3"	"fbodyaccstddevy"	-0.124030832001724
"WALKING_DOWNSTAIRS"	"3"	"fbodyaccstddevy"	-0.109722354322449
"WALKING_UPSTAIRS"	"3"	"fbodyaccstddevy"	-0.00803987529661017
"LAYING"	"4"	"fbodyaccstddevy"	-0.946380971111111
"SITTING"	"4"	"fbodyaccstddevy"	-0.8894673494
"STANDING"	"4"	"fbodyaccstddevy"	-0.857380281803571
"WALKING"	"4"	"fbodyaccstddevy"	-0.101799450565167
"WALKING_DOWNSTAIRS"	"4"	"fbodyaccstddevy"	-0.32253131772
"WALKING_UPSTAIRS"	"4"	"fbodyaccstddevy"	-0.101434446040385
"LAYING"	"5"	"fbodyaccstddevy"	-0.972909186730769
"SITTING"	"5"	"fbodyaccstddevy"	-0.9022915301
"STANDING"	"5"	"fbodyaccstddevy"	-0.867933178017857
"WALKING"	"5"	"fbodyaccstddevy"	0.0426026830839286
"WALKING_DOWNSTAIRS"	"5"	"fbodyaccstddevy"	0.0268269875085106
"WALKING_UPSTAIRS"	"5"	"fbodyaccstddevy"	0.165037631180851
"LAYING"	"6"	"fbodyaccstddevy"	-0.929711219929825
"SITTING"	"6"	"fbodyaccstddevy"	-0.925676956
"STANDING"	"6"	"fbodyaccstddevy"	-0.921449111052632
"WALKING"	"6"	"fbodyaccstddevy"	0.101699642168947
"WALKING_DOWNSTAIRS"	"6"	"fbodyaccstddevy"	0.283247837625
"WALKING_UPSTAIRS"	"6"	"fbodyaccstddevy"	0.159123777172549
"LAYING"	"7"	"fbodyaccstddevy"	-0.922917902307692
"SITTING"	"7"	"fbodyaccstddevy"	-0.904629195833333
"STANDING"	"7"	"fbodyaccstddevy"	-0.919118753018868
"WALKING"	"7"	"fbodyaccstddevy"	-0.143721823263158
"WALKING_DOWNSTAIRS"	"7"	"fbodyaccstddevy"	-0.190187141297872
"WALKING_UPSTAIRS"	"7"	"fbodyaccstddevy"	-0.341025552941176
"LAYING"	"8"	"fbodyaccstddevy"	-0.931236756962963
"SITTING"	"8"	"fbodyaccstddevy"	-0.923829969347826
"STANDING"	"8"	"fbodyaccstddevy"	-0.936231722777778
"WALKING"	"8"	"fbodyaccstddevy"	0.32484493125
"WALKING_DOWNSTAIRS"	"8"	"fbodyaccstddevy"	0.232184078052632
"WALKING_UPSTAIRS"	"8"	"fbodyaccstddevy"	0.30540146
"LAYING"	"9"	"fbodyaccstddevy"	-0.9128367508
"SITTING"	"9"	"fbodyaccstddevy"	-0.86761360746
"STANDING"	"9"	"fbodyaccstddevy"	-0.938790016888889
"WALKING"	"9"	"fbodyaccstddevy"	-0.223972558596154
"WALKING_DOWNSTAIRS"	"9"	"fbodyaccstddevy"	-0.273561385142857
"WALKING_UPSTAIRS"	"9"	"fbodyaccstddevy"	-0.297641062755102
"LAYING"	"10"	"fbodyaccstddevy"	-0.946229148258621
"SITTING"	"10"	"fbodyaccstddevy"	-0.912838063018519
"STANDING"	"10"	"fbodyaccstddevy"	-0.921860476590909
"WALKING"	"10"	"fbodyaccstddevy"	-0.129775706316981
"WALKING_DOWNSTAIRS"	"10"	"fbodyaccstddevy"	-0.0633337717526316
"WALKING_UPSTAIRS"	"10"	"fbodyaccstddevy"	-0.051628469647234
"LAYING"	"11"	"fbodyaccstddevy"	-0.973589287368421
"SITTING"	"11"	"fbodyaccstddevy"	-0.920047161698113
"STANDING"	"11"	"fbodyaccstddevy"	-0.96350679
"WALKING"	"11"	"fbodyaccstddevy"	-0.0966068285372881
"WALKING_DOWNSTAIRS"	"11"	"fbodyaccstddevy"	0.0262777181065217
"WALKING_UPSTAIRS"	"11"	"fbodyaccstddevy"	-0.0885048145574074
"LAYING"	"12"	"fbodyaccstddevy"	-0.9506400405
"SITTING"	"12"	"fbodyaccstddevy"	-0.926033975686275
"STANDING"	"12"	"fbodyaccstddevy"	-0.922852028360656
"WALKING"	"12"	"fbodyaccstddevy"	-0.20851528006
"WALKING_DOWNSTAIRS"	"12"	"fbodyaccstddevy"	0.016749510173913
"WALKING_UPSTAIRS"	"12"	"fbodyaccstddevy"	-0.130175559028846
"LAYING"	"13"	"fbodyaccstddevy"	-0.947462328225806
"SITTING"	"13"	"fbodyaccstddevy"	-0.933666502510204
"STANDING"	"13"	"fbodyaccstddevy"	-0.947179813157895
"WALKING"	"13"	"fbodyaccstddevy"	0.0921968931052632
"WALKING_DOWNSTAIRS"	"13"	"fbodyaccstddevy"	-0.0924444167085106
"WALKING_UPSTAIRS"	"13"	"fbodyaccstddevy"	0.114656709636364
"LAYING"	"14"	"fbodyaccstddevy"	-0.905221049156863
"SITTING"	"14"	"fbodyaccstddevy"	-0.911591208203704
"STANDING"	"14"	"fbodyaccstddevy"	-0.926055903
"WALKING"	"14"	"fbodyaccstddevy"	-0.0542709972186441
"WALKING_DOWNSTAIRS"	"14"	"fbodyaccstddevy"	0.29363389996
"WALKING_UPSTAIRS"	"14"	"fbodyaccstddevy"	0.356072772037037
"LAYING"	"15"	"fbodyaccstddevy"	-0.964590430138889
"SITTING"	"15"	"fbodyaccstddevy"	-0.919162700338983
"STANDING"	"15"	"fbodyaccstddevy"	-0.930286443396226
"WALKING"	"15"	"fbodyaccstddevy"	0.0805646237194445
"WALKING_DOWNSTAIRS"	"15"	"fbodyaccstddevy"	0.1199936036
"WALKING_UPSTAIRS"	"15"	"fbodyaccstddevy"	-0.0191328333041667
"LAYING"	"16"	"fbodyaccstddevy"	-0.937083636714286
"SITTING"	"16"	"fbodyaccstddevy"	-0.949829260434783
"STANDING"	"16"	"fbodyaccstddevy"	-0.958174310128205
"WALKING"	"16"	"fbodyaccstddevy"	-0.354370678627451
"WALKING_DOWNSTAIRS"	"16"	"fbodyaccstddevy"	-0.208680587882979
"WALKING_UPSTAIRS"	"16"	"fbodyaccstddevy"	-0.166324239117647
"LAYING"	"17"	"fbodyaccstddevy"	-0.942791615915493
"SITTING"	"17"	"fbodyaccstddevy"	-0.959789141875
"STANDING"	"17"	"fbodyaccstddevy"	-0.966427323846154
"WALKING"	"17"	"fbodyaccstddevy"	-0.0556137930852459
"WALKING_DOWNSTAIRS"	"17"	"fbodyaccstddevy"	-0.0860527358695652
"WALKING_UPSTAIRS"	"17"	"fbodyaccstddevy"	-0.0252781736083333
"LAYING"	"18"	"fbodyaccstddevy"	-0.986746450769231
"SITTING"	"18"	"fbodyaccstddevy"	-0.974980068596491
"STANDING"	"18"	"fbodyaccstddevy"	-0.952911994794521
"WALKING"	"18"	"fbodyaccstddevy"	-0.267273644642857
"WALKING_DOWNSTAIRS"	"18"	"fbodyaccstddevy"	-0.273798158
"WALKING_UPSTAIRS"	"18"	"fbodyaccstddevy"	-0.190550638155172
"LAYING"	"19"	"fbodyaccstddevy"	-0.974832075662651
"SITTING"	"19"	"fbodyaccstddevy"	-0.948053070136986
"STANDING"	"19"	"fbodyaccstddevy"	-0.943193755068493
"WALKING"	"19"	"fbodyaccstddevy"	0.112615077990385
"WALKING_DOWNSTAIRS"	"19"	"fbodyaccstddevy"	0.427928785230769
"WALKING_UPSTAIRS"	"19"	"fbodyaccstddevy"	0.13255758081125
"LAYING"	"20"	"fbodyaccstddevy"	-0.964960988382353
"SITTING"	"20"	"fbodyaccstddevy"	-0.935031700454545
"STANDING"	"20"	"fbodyaccstddevy"	-0.872525409452055
"WALKING"	"20"	"fbodyaccstddevy"	0.438436341294118
"WALKING_DOWNSTAIRS"	"20"	"fbodyaccstddevy"	0.560191344
"WALKING_UPSTAIRS"	"20"	"fbodyaccstddevy"	0.16454675022549
"LAYING"	"21"	"fbodyaccstddevy"	-0.957258971111111
"SITTING"	"21"	"fbodyaccstddevy"	-0.96756129
"STANDING"	"21"	"fbodyaccstddevy"	-0.94354515752809
"WALKING"	"21"	"fbodyaccstddevy"	-0.00256294245192308
"WALKING_DOWNSTAIRS"	"21"	"fbodyaccstddevy"	0.277894323022222
"WALKING_UPSTAIRS"	"21"	"fbodyaccstddevy"	0.0823434279595745
"LAYING"	"22"	"fbodyaccstddevy"	-0.912562856666667
"SITTING"	"22"	"fbodyaccstddevy"	-0.926995253483871
"STANDING"	"22"	"fbodyaccstddevy"	-0.923657558412698
"WALKING"	"22"	"fbodyaccstddevy"	0.00386841059347826
"WALKING_DOWNSTAIRS"	"22"	"fbodyaccstddevy"	0.167409716861111
"WALKING_UPSTAIRS"	"22"	"fbodyaccstddevy"	0.230058772192857
"LAYING"	"23"	"fbodyaccstddevy"	-0.974304149166667
"SITTING"	"23"	"fbodyaccstddevy"	-0.930781487205882
"STANDING"	"23"	"fbodyaccstddevy"	-0.958042411176471
"WALKING"	"23"	"fbodyaccstddevy"	-0.202524061966102
"WALKING_DOWNSTAIRS"	"23"	"fbodyaccstddevy"	0.0432283686975926
"WALKING_UPSTAIRS"	"23"	"fbodyaccstddevy"	0.0380597405498039
"LAYING"	"24"	"fbodyaccstddevy"	-0.984571808472222
"SITTING"	"24"	"fbodyaccstddevy"	-0.954998005147059
"STANDING"	"24"	"fbodyaccstddevy"	-0.934454791304348
"WALKING"	"24"	"fbodyaccstddevy"	-0.182766476862069
"WALKING_DOWNSTAIRS"	"24"	"fbodyaccstddevy"	-0.169191147529091
"WALKING_UPSTAIRS"	"24"	"fbodyaccstddevy"	-0.107787679328814
"LAYING"	"25"	"fbodyaccstddevy"	-0.67238425569863
"SITTING"	"25"	"fbodyaccstddevy"	-0.944842993230769
"STANDING"	"25"	"fbodyaccstddevy"	-0.95417933
"WALKING"	"25"	"fbodyaccstddevy"	-0.170313804039189
"WALKING_DOWNSTAIRS"	"25"	"fbodyaccstddevy"	-0.166842375587931
"WALKING_UPSTAIRS"	"25"	"fbodyaccstddevy"	-0.199988428584615
"LAYING"	"26"	"fbodyaccstddevy"	-0.983317083947368
"SITTING"	"26"	"fbodyaccstddevy"	-0.937783538974359
"STANDING"	"26"	"fbodyaccstddevy"	-0.947829677432432
"WALKING"	"26"	"fbodyaccstddevy"	-0.185725832305085
"WALKING_DOWNSTAIRS"	"26"	"fbodyaccstddevy"	-0.078283777824
"WALKING_UPSTAIRS"	"26"	"fbodyaccstddevy"	-0.0439473073581818
"LAYING"	"27"	"fbodyaccstddevy"	-0.984269087972973
"SITTING"	"27"	"fbodyaccstddevy"	-0.971266062714286
"STANDING"	"27"	"fbodyaccstddevy"	-0.954381606375
"WALKING"	"27"	"fbodyaccstddevy"	-0.267741550175439
"WALKING_DOWNSTAIRS"	"27"	"fbodyaccstddevy"	-0.17564706475
"WALKING_UPSTAIRS"	"27"	"fbodyaccstddevy"	-0.0794059822941176
"LAYING"	"28"	"fbodyaccstddevy"	-0.94200397775
"SITTING"	"28"	"fbodyaccstddevy"	-0.939885478333333
"STANDING"	"28"	"fbodyaccstddevy"	-0.87446926556962
"WALKING"	"28"	"fbodyaccstddevy"	-0.168789019540741
"WALKING_DOWNSTAIRS"	"28"	"fbodyaccstddevy"	0.065301199843913
"WALKING_UPSTAIRS"	"28"	"fbodyaccstddevy"	-0.178554981115686
"LAYING"	"29"	"fbodyaccstddevy"	-0.990680395362319
"SITTING"	"29"	"fbodyaccstddevy"	-0.961693949333333
"STANDING"	"29"	"fbodyaccstddevy"	-0.968278553076923
"WALKING"	"29"	"fbodyaccstddevy"	-0.182068539584906
"WALKING_DOWNSTAIRS"	"29"	"fbodyaccstddevy"	-0.239349053641667
"WALKING_UPSTAIRS"	"29"	"fbodyaccstddevy"	-0.141258066657755
"LAYING"	"30"	"fbodyaccstddevy"	-0.9535584
"SITTING"	"30"	"fbodyaccstddevy"	-0.933992577903226
"STANDING"	"30"	"fbodyaccstddevy"	-0.885572781694915
"WALKING"	"30"	"fbodyaccstddevy"	-0.215634315369231
"WALKING_DOWNSTAIRS"	"30"	"fbodyaccstddevy"	-0.0934682613774194
"WALKING_UPSTAIRS"	"30"	"fbodyaccstddevy"	-0.104299180318462
"LAYING"	"1"	"fbodyaccstddevz"	-0.81289155944
"SITTING"	"1"	"fbodyaccstddevz"	-0.934469558085106
"STANDING"	"1"	"fbodyaccstddevz"	-0.977937259622642
"WALKING"	"1"	"fbodyaccstddevz"	-0.279686751494737
"WALKING_DOWNSTAIRS"	"1"	"fbodyaccstddevz"	-0.297927894693878
"WALKING_UPSTAIRS"	"1"	"fbodyaccstddevz"	0.0859565543849057
"LAYING"	"2"	"fbodyaccstddevz"	-0.984792185
"SITTING"	"2"	"fbodyaccstddevz"	-0.956862864130435
"STANDING"	"2"	"fbodyaccstddevz"	-0.946433583518518
"WALKING"	"2"	"fbodyaccstddevz"	-0.455222146440678
"WALKING_DOWNSTAIRS"	"2"	"fbodyaccstddevz"	-0.162032894287234
"WALKING_UPSTAIRS"	"2"	"fbodyaccstddevz"	-0.09454497643125
"LAYING"	"3"	"fbodyaccstddevz"	-0.96327908016129
"SITTING"	"3"	"fbodyaccstddevz"	-0.864322464038462
"STANDING"	"3"	"fbodyaccstddevz"	-0.904801254590164
"WALKING"	"3"	"fbodyaccstddevz"	-0.422998473965517
"WALKING_DOWNSTAIRS"	"3"	"fbodyaccstddevz"	-0.389723034061224
"WALKING_UPSTAIRS"	"3"	"fbodyaccstddevz"	-0.350797226271186
"LAYING"	"4"	"fbodyaccstddevz"	-0.962154454259259
"SITTING"	"4"	"fbodyaccstddevz"	-0.9269993168
"STANDING"	"4"	"fbodyaccstddevz"	-0.887554317678571
"WALKING"	"4"	"fbodyaccstddevz"	-0.594198325666667
"WALKING_DOWNSTAIRS"	"4"	"fbodyaccstddevz"	-0.512694303111111
"WALKING_UPSTAIRS"	"4"	"fbodyaccstddevz"	-0.345109817692308
"LAYING"	"5"	"fbodyaccstddevz"	-0.965882191153846
"SITTING"	"5"	"fbodyaccstddevz"	-0.92184351
"STANDING"	"5"	"fbodyaccstddevz"	-0.858231387857143
"WALKING"	"5"	"fbodyaccstddevz"	-0.483059957321429
"WALKING_DOWNSTAIRS"	"5"	"fbodyaccstddevz"	-0.353397850212766
"WALKING_UPSTAIRS"	"5"	"fbodyaccstddevz"	-0.28925665906383
"LAYING"	"6"	"fbodyaccstddevz"	-0.924004748421053
"SITTING"	"6"	"fbodyaccstddevz"	-0.925768475636364
"STANDING"	"6"	"fbodyaccstddevz"	-0.922067224210526
"WALKING"	"6"	"fbodyaccstddevz"	-0.550474621754386
"WALKING_DOWNSTAIRS"	"6"	"fbodyaccstddevz"	-0.4060143105
"WALKING_UPSTAIRS"	"6"	"fbodyaccstddevz"	-0.36587418445098
"LAYING"	"7"	"fbodyaccstddevz"	-0.953380646346154
"SITTING"	"7"	"fbodyaccstddevz"	-0.844083052916667
"STANDING"	"7"	"fbodyaccstddevz"	-0.912358813773585
"WALKING"	"7"	"fbodyaccstddevz"	0.133316828089298
"WALKING_DOWNSTAIRS"	"7"	"fbodyaccstddevz"	-0.100121492529787
"WALKING_UPSTAIRS"	"7"	"fbodyaccstddevz"	-0.124912269443137
"LAYING"	"8"	"fbodyaccstddevz"	-0.931146497518519
"SITTING"	"8"	"fbodyaccstddevz"	-0.933889846521739
"STANDING"	"8"	"fbodyaccstddevz"	-0.919744963888889
"WALKING"	"8"	"fbodyaccstddevz"	-0.158437341970833
"WALKING_DOWNSTAIRS"	"8"	"fbodyaccstddevz"	0.0214914840105263
"WALKING_UPSTAIRS"	"8"	"fbodyaccstddevz"	0.133766193578049
"LAYING"	"9"	"fbodyaccstddevz"	-0.9419711636
"SITTING"	"9"	"fbodyaccstddevz"	-0.818001834824
"STANDING"	"9"	"fbodyaccstddevz"	-0.913896832222222
"WALKING"	"9"	"fbodyaccstddevz"	-0.0337965256573077
"WALKING_DOWNSTAIRS"	"9"	"fbodyaccstddevz"	-0.0349494927142857
"WALKING_UPSTAIRS"	"9"	"fbodyaccstddevz"	-0.244081808302041
"LAYING"	"10"	"fbodyaccstddevz"	-0.959813667810345
"SITTING"	"10"	"fbodyaccstddevz"	-0.966121042592593
"STANDING"	"10"	"fbodyaccstddevz"	-0.938098683181818
"WALKING"	"10"	"fbodyaccstddevz"	-0.435304215660377
"WALKING_DOWNSTAIRS"	"10"	"fbodyaccstddevz"	-0.268686170263158
"WALKING_UPSTAIRS"	"10"	"fbodyaccstddevz"	-0.0342347233914894
"LAYING"	"11"	"fbodyaccstddevz"	-0.971668077017544
"SITTING"	"11"	"fbodyaccstddevz"	-0.967884390943396
"STANDING"	"11"	"fbodyaccstddevz"	-0.985958517446809
"WALKING"	"11"	"fbodyaccstddevz"	-0.523093394915254
"WALKING_DOWNSTAIRS"	"11"	"fbodyaccstddevz"	-0.348626581521739
"WALKING_UPSTAIRS"	"11"	"fbodyaccstddevz"	-0.113701770190741
"LAYING"	"12"	"fbodyaccstddevz"	-0.948380833666667
"SITTING"	"12"	"fbodyaccstddevz"	-0.935916958235294
"STANDING"	"12"	"fbodyaccstddevz"	-0.914189183770492
"WALKING"	"12"	"fbodyaccstddevz"	-0.4521466944
"WALKING_DOWNSTAIRS"	"12"	"fbodyaccstddevz"	-0.48739012673913
"WALKING_UPSTAIRS"	"12"	"fbodyaccstddevz"	-0.418599992115385
"LAYING"	"13"	"fbodyaccstddevz"	-0.945852135806452
"SITTING"	"13"	"fbodyaccstddevz"	-0.934189007346939
"STANDING"	"13"	"fbodyaccstddevz"	-0.964048080877193
"WALKING"	"13"	"fbodyaccstddevz"	-0.269896395250877
"WALKING_DOWNSTAIRS"	"13"	"fbodyaccstddevz"	-0.233315176510213
"WALKING_UPSTAIRS"	"13"	"fbodyaccstddevz"	-0.184842227972182
"LAYING"	"14"	"fbodyaccstddevz"	-0.894055710980392
"SITTING"	"14"	"fbodyaccstddevz"	-0.917678155296296
"STANDING"	"14"	"fbodyaccstddevz"	-0.917781858666667
"WALKING"	"14"	"fbodyaccstddevz"	0.0854892136933898
"WALKING_DOWNSTAIRS"	"14"	"fbodyaccstddevz"	0.427563832371111
"WALKING_UPSTAIRS"	"14"	"fbodyaccstddevz"	0.687124163703704
"LAYING"	"15"	"fbodyaccstddevz"	-0.923923991944444
"SITTING"	"15"	"fbodyaccstddevz"	-0.945704713050847
"STANDING"	"15"	"fbodyaccstddevz"	-0.947905911320755
"WALKING"	"15"	"fbodyaccstddevz"	-0.537026414814815
"WALKING_DOWNSTAIRS"	"15"	"fbodyaccstddevz"	-0.357407559285714
"WALKING_UPSTAIRS"	"15"	"fbodyaccstddevz"	-0.349600353270833
"LAYING"	"16"	"fbodyaccstddevz"	-0.962524372714286
"SITTING"	"16"	"fbodyaccstddevz"	-0.934652146521739
"STANDING"	"16"	"fbodyaccstddevz"	-0.948540267051282
"WALKING"	"16"	"fbodyaccstddevz"	-0.180501317941176
"WALKING_DOWNSTAIRS"	"16"	"fbodyaccstddevz"	-0.0379716239787234
"WALKING_UPSTAIRS"	"16"	"fbodyaccstddevz"	-0.094561233145098
"LAYING"	"17"	"fbodyaccstddevz"	-0.950116956478873
"SITTING"	"17"	"fbodyaccstddevz"	-0.96292107328125
"STANDING"	"17"	"fbodyaccstddevz"	-0.966999000897436
"WALKING"	"17"	"fbodyaccstddevz"	-0.262391594918033
"WALKING_DOWNSTAIRS"	"17"	"fbodyaccstddevz"	-0.245413541641304
"WALKING_UPSTAIRS"	"17"	"fbodyaccstddevz"	-0.2048157105
"LAYING"	"18"	"fbodyaccstddevz"	-0.987224804307692
"SITTING"	"18"	"fbodyaccstddevz"	-0.975722121403509
"STANDING"	"18"	"fbodyaccstddevz"	-0.957216177945206
"WALKING"	"18"	"fbodyaccstddevz"	-0.439861578035714
"WALKING_DOWNSTAIRS"	"18"	"fbodyaccstddevz"	-0.418258649818182
"WALKING_UPSTAIRS"	"18"	"fbodyaccstddevz"	-0.269571390465517
"LAYING"	"19"	"fbodyaccstddevz"	-0.984740998192771
"SITTING"	"19"	"fbodyaccstddevz"	-0.947514931780822
"STANDING"	"19"	"fbodyaccstddevz"	-0.947753961643836
"WALKING"	"19"	"fbodyaccstddevz"	-0.233872331063462
"WALKING_DOWNSTAIRS"	"19"	"fbodyaccstddevz"	-0.0783635041538461
"WALKING_UPSTAIRS"	"19"	"fbodyaccstddevz"	-0.2399806950525
"LAYING"	"20"	"fbodyaccstddevz"	-0.971901324705882
"SITTING"	"20"	"fbodyaccstddevz"	-0.924947175454545
"STANDING"	"20"	"fbodyaccstddevz"	-0.910995860273973
"WALKING"	"20"	"fbodyaccstddevz"	-0.26649772672549
"WALKING_DOWNSTAIRS"	"20"	"fbodyaccstddevz"	-0.213916756933333
"WALKING_UPSTAIRS"	"20"	"fbodyaccstddevz"	-0.242438965196078
"LAYING"	"21"	"fbodyaccstddevz"	-0.940919006555556
"SITTING"	"21"	"fbodyaccstddevz"	-0.956412505058824
"STANDING"	"21"	"fbodyaccstddevz"	-0.942458908314607
"WALKING"	"21"	"fbodyaccstddevz"	-0.164961027194231
"WALKING_DOWNSTAIRS"	"21"	"fbodyaccstddevz"	-0.145081705591111
"WALKING_UPSTAIRS"	"21"	"fbodyaccstddevz"	-0.22716417293617
"LAYING"	"22"	"fbodyaccstddevz"	-0.941163951388889
"SITTING"	"22"	"fbodyaccstddevz"	-0.909344305645161
"STANDING"	"22"	"fbodyaccstddevz"	-0.938409884920635
"WALKING"	"22"	"fbodyaccstddevz"	-0.253643608304348
"WALKING_DOWNSTAIRS"	"22"	"fbodyaccstddevz"	-0.383242679444444
"WALKING_UPSTAIRS"	"22"	"fbodyaccstddevz"	-0.116753339559524
"LAYING"	"23"	"fbodyaccstddevz"	-0.972261283055556
"SITTING"	"23"	"fbodyaccstddevz"	-0.896125263911765
"STANDING"	"23"	"fbodyaccstddevz"	-0.926110099117647
"WALKING"	"23"	"fbodyaccstddevz"	0.1161434407
"WALKING_DOWNSTAIRS"	"23"	"fbodyaccstddevz"	0.0947940973814815
"WALKING_UPSTAIRS"	"23"	"fbodyaccstddevz"	0.104508755759412
"LAYING"	"24"	"fbodyaccstddevz"	-0.973057781805556
"SITTING"	"24"	"fbodyaccstddevz"	-0.954402697794118
"STANDING"	"24"	"fbodyaccstddevz"	-0.923802467681159
"WALKING"	"24"	"fbodyaccstddevz"	-0.314646918448276
"WALKING_DOWNSTAIRS"	"24"	"fbodyaccstddevz"	-0.291553822381818
"WALKING_UPSTAIRS"	"24"	"fbodyaccstddevz"	-0.28314344338983
"LAYING"	"25"	"fbodyaccstddevz"	-0.694100368012329
"SITTING"	"25"	"fbodyaccstddevz"	-0.962090614615385
"STANDING"	"25"	"fbodyaccstddevz"	-0.96212373972973
"WALKING"	"25"	"fbodyaccstddevz"	-0.430624587162162
"WALKING_DOWNSTAIRS"	"25"	"fbodyaccstddevz"	-0.449465441724138
"WALKING_UPSTAIRS"	"25"	"fbodyaccstddevz"	-0.237296741292308
"LAYING"	"26"	"fbodyaccstddevz"	-0.984854487894737
"SITTING"	"26"	"fbodyaccstddevz"	-0.94478134025641
"STANDING"	"26"	"fbodyaccstddevz"	-0.960027795540541
"WALKING"	"26"	"fbodyaccstddevz"	-0.384445322372881
"WALKING_DOWNSTAIRS"	"26"	"fbodyaccstddevz"	-0.3466485178
"WALKING_UPSTAIRS"	"26"	"fbodyaccstddevz"	-0.400902256363636
"LAYING"	"27"	"fbodyaccstddevz"	-0.986582387972973
"SITTING"	"27"	"fbodyaccstddevz"	-0.963220672571429
"STANDING"	"27"	"fbodyaccstddevz"	-0.958924794125
"WALKING"	"27"	"fbodyaccstddevz"	-0.345515217192982
"WALKING_DOWNSTAIRS"	"27"	"fbodyaccstddevz"	-0.303090701863636
"WALKING_UPSTAIRS"	"27"	"fbodyaccstddevz"	-0.197338870980392
"LAYING"	"28"	"fbodyaccstddevz"	-0.956770904875
"SITTING"	"28"	"fbodyaccstddevz"	-0.9330454775
"STANDING"	"28"	"fbodyaccstddevz"	-0.897600800886076
"WALKING"	"28"	"fbodyaccstddevz"	-0.326046195925926
"WALKING_DOWNSTAIRS"	"28"	"fbodyaccstddevz"	-0.416940283043478
"WALKING_UPSTAIRS"	"28"	"fbodyaccstddevz"	-0.281685159607843
"LAYING"	"29"	"fbodyaccstddevz"	-0.986378776086957
"SITTING"	"29"	"fbodyaccstddevz"	-0.965800974333333
"STANDING"	"29"	"fbodyaccstddevz"	-0.978802973692308
"WALKING"	"29"	"fbodyaccstddevz"	-0.283348100981132
"WALKING_DOWNSTAIRS"	"29"	"fbodyaccstddevz"	-0.262073242045833
"WALKING_UPSTAIRS"	"29"	"fbodyaccstddevz"	0.203057836877551
"LAYING"	"30"	"fbodyaccstddevz"	-0.967188198571429
"SITTING"	"30"	"fbodyaccstddevz"	-0.946203823387097
"STANDING"	"30"	"fbodyaccstddevz"	-0.907286793050847
"WALKING"	"30"	"fbodyaccstddevz"	-0.0931447617846154
"WALKING_DOWNSTAIRS"	"30"	"fbodyaccstddevz"	-0.257393372287097
"WALKING_UPSTAIRS"	"30"	"fbodyaccstddevz"	0.121447414920923
"LAYING"	"1"	"fbodyaccmeanfreqx"	-0.158792670508
